searching,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
"Well, Sh*t... by Mitch Ansara",0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c9ec84b0-a129-4344-8e9e-55ae46d24988
Wiley by Evan Yarbrough - Screen Print,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-32b71dba-2a7b-42fa-bf75-51a9b55a893e
Billy by Evan Yarbrough - Screen Print,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/zf-56577362-af8e-405c-a8ea-7fd561a50c4b
Psychic Savant by James Gilleard,3,8.47,29.99,19.47,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ffa5341f-230a-442f-868a-77dcc8b57749
Razblot by Drew Wise,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/zf-1e55204b-5dfb-47b9-8c24-ea962b153d11
Dizzy Razi by Drew Wise,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/zf-10bc3d14-2c08-4a2d-b89d-8d2546745db8
Oleander by Andrew Kolb,2,5.5,5.5,5.5,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a3b95435-f7b2-4d29-9613-d5ad57cc719b
Taste Buds Poster by Philip Tseng,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/zf-3fccf911-b622-485b-82d0-b0eb2832f192
The Metagame by Local No. 12,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3d4e5f35-ac3d-4191-aead-91b3ef6dd63d
Apple and Orange by Philip Tseng,3,7.16,30.0,16.05,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-421cc5a1-3990-4f66-b136-3f8f5978a20e
Steak and Potato by Philip Tseng,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7a67ed3f-db38-48dc-8315-dcacb2e375ed
Ribs and Corn by Philip Tseng,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-57ef7afb-c0d1-48bc-b1d3-5ba10394a39e
Pineapple and Ham by Philip Tseng,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-dbfde885-ac6d-4df8-b0a9-66e43e82b7b2
Peach and Cream by Philip Tseng,9,24.95,81.0,47.46,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0bf6bb7e-2251-4e91-aa10-151dda98e790
Cookie and Milk by Philip Tseng,5,7.0,19.99,11.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9555eb39-121c-4de1-8e85-21271ded2cf1
The Madman and The Girl Who Waited by Nan Lawson,1,2.25,2.25,2.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-4a9c5be3-da56-483e-bdf3-0222fcf582a9
The Ring Bearer and The Gardener by Nan Lawson,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ad116e3d-1dc3-463f-a1e8-43484205b2b8
The Nurse and The Patient by Nan Lawson,4,8.97,12.74,10.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a60bf647-e1f8-4ae6-a0fc-1d99f9e807ba
The Wolf and The Hound by Nan Lawson,3,19.95,23.0,20.97,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-dc759e63-b881-48f2-9a8d-304dcefbaa56
Videogames World Map by Edison Yan,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-627c2ba1-f13e-4cc9-8752-01c60447f3cd
Monument Valley Deluxe Art Card Set by ustwo,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-99544517-f865-43d4-9155-e5103c489343
Island Mountain by Nicole Gustafsson (print),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-57114239-ecac-4c7d-8c73-8284c4875536
Forgiveness is Divine T-shirt Mitch Ansara,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-74e2969d-ec3d-4172-9207-f78bc7fe63f5
Know Your Street Fighters by Ken Wong,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6cd8d749-d8ed-43cb-9ce4-f8d8e42e832f
You Eediots! by Aled Lewis,20,4.57,16.95,7.68,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d4287067-4ede-434b-88da-2851df69ebb0
SUPER iam8bit: More Art Inspired By Classic Video Games Of The '80s,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fb96bb99-68a4-42db-8cca-ae4ad09676b6
i am 8-bit: Art Inspired by Classic Video Games of the '80's,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-50cac828-83c8-4543-87d2-1d6d00b91be7
The Witcher First Encounter - iam8bit Exclusive Colorway (Netflix+iam8bit),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-00463130-329e-481e-bda6-1ea2ac273e65
Wes ‘C'est La Vie,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-50cab04f-41c6-4de3-8626-9377ab28f93d
Legion Illustrations,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cf13a81f-320d-4e18-bba2-3f2e8f74a039
The Prophet,48,3.97,59.99,13.92,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a06cfa69-7ab3-4b16-b317-f22376e7e588
Homestead Arcana Key Art,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-024093cb-c99a-4c76-81e2-b24a07fb6075
Jala and her Exes,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d1dc1e7e-49be-45e9-aa1e-369f3ddaf7dc
YUKI - Promo 1,46,0.99,29.99,5.38,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-95397e06-443e-498d-a6f5-99640416747d
Shrouded Heights,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-87ea1e8d-f329-47bf-9b07-449eb86cee9b
Void Locus,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ae137376-9ec0-4022-864e-ea6d06ca4120
JETT: The Far Shore: 2D Assets for In-Game Lore,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-10c8cd3c-ece1-4d22-af6c-dcb33c244ce8
Persona 3: Dancing in Moonlight 2xLP,17,14.99,50.0,24.1,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d196e9ae-8a45-4024-86f3-49d147a5da2e
Persona 4: Dancing All Night 2xLP,22,37.99,118.5,61.3,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-879d9204-b1b8-4876-b806-3b0e3c7539f3
Persona 5: Dancing in Starlight 2xLP,16,19.99,125.0,40.95,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a3c7fd86-587f-4e0f-8dbd-02ebf6838962
Persona Dancing Vinyl Soundtrack Bundle,46,174.99,299.99,210.14,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5d307e86-a5fc-4eef-a47c-f615da3982ee
Pacific Drive - Battery Farm,2,44.95,49.99,47.47,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b4c9fe7c-b683-40d4-a269-024b68449856
JOIN THE PAC - PAC-MAN 40th Anniversary Album (CD),1,35.48,35.48,35.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fafb4728-cc9d-4ec5-bbc6-57b3a773c183
World of Warcraft Classic 2xLP,7,159.61,454.54,308.11,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d43e27a7-a202-4afb-a24a-14154ecb652f
Sea of Stars 2xLP,24,54.99,130.0,75.9,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b0db48bf-e023-475e-9407-658c65a77fed
Maya and the Three 2xLP,31,27.95,100.0,55.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2f4044e0-b778-4a86-8ee0-7e338fed7a29
Outer Wilds: Echoes of the Eye Vinyl Soundtrack,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b55287fa-1a46-4707-9a43-e64f6ccf9ce3
Five Nights at Freddy’s Cassette,11,35.0,100.0,58.68,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e8061d2f-8982-48ff-9e47-0ccbf9f577eb
The Stanley Parable: The Button That Says The Name Of The Player Playing The Game,2,134.5,171.9,153.2,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-80bf3d6d-eca3-4f15-b857-37f8b87f3e03
