searching,total_results,latest_sale_date,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
Scarlet  Violet  Twilight Masquerade Booster Box,23,2024-04-27,70.0,137.99,98.43,$100.00,$-13.38,$113.64,https://quickchart.io/chart/render/sf-a9610b17-4cc6-4a05-b4ce-d84bfd15a41f
Scarlet  Violet  Temporal Forces Booster Box,16,2024-04-27,86.0,124.62,99.34,$100.00,$-12.58,$113.64,https://quickchart.io/chart/render/sf-0418aade-d665-4587-bd23-3ffddeec70e2
Scarlet  Violet  Paldean Fates Booster Box,12,2024-04-27,48.0,203.5,115.94,$100.00,$2.03,$113.63,https://quickchart.io/chart/render/sf-a07de4d2-38a5-4cad-9e58-773a33d37fc8
Five Nights at Freddys Cassette,16,2024-04-27,17.99,174.99,52.3,$19.99,$26.03,$22.71,https://quickchart.io/chart/render/sf-0372a3e2-e0b8-4a52-9913-c4842b0649d6
