searching,github_webpage,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
Rapid Strike Master Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Rapid_Strike_Master_Japanese_Booster_Box.html,16,123.16,302.27,186.03,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-51f31a15-e8f2-4089-b68d-293a7f8db6a3
Single Strike Master Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Single_Strike_Master_Japanese_Booster_Box.html,11,104.58,302.27,179.2,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f55ebdfb-9cbd-4c33-99d1-403a78205c63
Shiny Star V Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Shiny_Star_V_Japanese_Booster_Box.html,37,72.0,950.0,155.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d6b9c4db-cd57-4745-83ec-e047aebea35a
Amazing Volt Tackle Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Amazing_Volt_Tackle_Japanese_Booster_Box.html,17,65.0,142.97,99.74,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-16b3ae57-6307-4031-a1bf-59cdd551743c
Legendary Heartbeat Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Legendary_Heartbeat_Japanese_Booster_Box.html,13,108.0,135.5,122.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-23866701-b971-4ca5-97b5-d79fd1b9a6dd
Infinity Zone Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Infinity_Zone_Japanese_Booster_Box.html,61,2.25,410.0,129.29,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f697e78d-a01f-4f82-ba7d-3fcacdd857d9
Explosive Walker Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Explosive_Walker_Japanese_Booster_Box.html,60,5.5,542.88,128.91,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c6e610e2-bef5-41e2-bcdc-352cefe1b6b9
Rebellion Crash Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Rebellion_Crash_Japanese_Booster_Box.html,59,5.5,1042.0,149.8,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f0341140-44c1-4aff-9831-41262baf74f9
VMAX Rising Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/VMAX_Rising_Japanese_Booster_Box.html,26,110.0,230.0,142.6,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8111aa0e-059c-458c-9266-feb66bfec36d
Sword Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Sword_Japanese_Booster_Box.html,15,65.99,440.0,125.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-74965130-ddb2-49fc-ade2-71c85500704e
Shield Japanese Booster Box,https://streamline1175.github.io/130-Search-Results/Shield_Japanese_Booster_Box.html,14,70.0,164.99,104.84,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e5831b32-84bf-4423-8f58-c944dbdd099c
