searching,total_results,latest_sale_date,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
25th Anniversary Collection Japanese Booster Box,12,2024-05-04,59.99,217.5,130.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c3517efb-2c32-482f-aa8b-e913c0ee3471
Fusion Arts Japanese Booster Box,8,2024-05-03,110.0,139.8,121.82,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c8a3a16d-320a-4714-84fc-f2f8247017ab
Blue Sky Stream Japanese Booster Box,18,2024-04-29,360.0,608.36,438.46,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e88ee3eb-6048-4c8f-a2a9-7ed3f1986ae8
Skyscraping Perfection Japanese Booster Box,17,2024-05-03,69.95,199.99,115.67,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5b99afe8-11b9-4c90-9cdd-72b42d44bdf7
Eevee Heroes Japanese Booster Box,12,2024-05-04,399.0,504.97,451.59,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7c99de65-41bd-49ec-8452-78fffd56f7a0
Jet Black Spirit Japanese Booster Box,14,2024-04-30,57.72,252.0,126.24,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e9c78768-68b7-4f32-88fd-f4f723202857
Silver Lance Japanese Booster Box,12,2024-04-30,65.0,152.5,101.15,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-87601191-3301-433f-8481-f9e183ce8793
Peerless Fighters Japanese Booster Box,17,2024-05-04,104.36,260.0,171.78,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-95186309-6b14-49b5-b5c6-15c45eb313ac
Rapid Strike Master Japanese Booster Box,19,2024-05-01,101.25,296.06,156.83,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-32d8521f-f44e-496c-a4d5-0d3fa567fb49
Single Strike Master Japanese Booster Box,11,2024-05-01,105.0,214.99,153.18,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-16b00f32-bb01-4655-bd23-8cf271156111
Shiny Star V Japanese Booster Box,12,2024-05-02,86.0,149.99,108.72,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-844d909d-816c-4b39-86e3-fa578b60fe5e
Amazing Volt Tackle Japanese Booster Box,16,2024-05-03,66.5,142.97,91.38,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3272bfef-01b5-4cc7-93f5-64bdbab40623
Legendary Heartbeat Japanese Booster Box,18,2024-04-29,99.99,145.42,118.44,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9c0c08db-f7c1-4523-9916-251932215136
Infinity Zone Japanese Booster Box,7,2024-04-25,127.75,240.0,171.66,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a775368d-9d3c-4d33-bb21-817b6afe39bc
Explosive Walker Japanese Booster Box,17,2024-05-04,53.99,189.99,109.33,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a7f77a0b-47c2-4226-b330-62d964a33340
Rebellion Crash Japanese Booster Box,19,2024-05-03,89.99,240.0,151.29,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ea90031b-f0e9-4c1e-9198-9c6a3227ae35
VMAX Rising Japanese Booster Box,24,2024-05-01,103.0,225.82,141.74,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-42453aa2-5d94-46ac-b888-174ab031f1be
Sword Japanese Booster Box,5,2024-05-04,80.0,438.45,226.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f94df7e9-91a9-413c-b0a4-cabccabdda16
Shield Japanese Booster Box,6,2024-05-04,80.0,399.0,156.13,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-852dee58-234a-457c-8d36-65113e68b02a
