searching,github_webpage,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
motu origins frog monger figure hkm82,https://streamline1175.github.io/130-Search-Results/motu_origins_frog_monger_figure_hkm82.html,9,41.0,52.5,46.81,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1ebfcb8f-7e4e-4eee-8dfd-957a882c0227
masters of the universe origins space sumo action figure hdy27,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_space_sumo_action_figure_hdy27.html,45,19.99,80.0,35.54,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-79507f72-f972-458e-b323-573590442d1a
masters of the universe origins wun dar figure hrg17,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_wun_dar_figure_hrg17.html,25,31.0,60.0,40.13,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-54c46e93-b0fe-445d-9f36-3a4880b8f976
masters of the universe origins grizzlor figure hrg18,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_grizzlor_figure_hrg18.html,19,33.0,58.79,40.08,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-49b8eb03-b825-4e48-81cc-ea0ccfd046bd
masters of the universe origins snake trooper action figure hkm74,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_snake_trooper_action_figure_hkm74.html,16,36.0,69.99,51.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a916ba9d-1a1d-49d5-a6a6-f936eb672d57
masters of the universe origins tung lashor action figure hkm70,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_tung_lashor_action_figure_hkm70.html,10,30.0,59.99,41.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-edd20ed9-762c-4a08-b931-de22e3c731bd
masters of the universe origins grizzlor figure hdy25,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_grizzlor_figure_hdy25.html,10,31.0,49.99,37.55,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-57ee8343-e4b1-4648-9a70-4d47b0b8b71b
masters of the universe origins wun dar figure hdy24,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_wun_dar_figure_hdy24.html,17,31.0,44.99,37.58,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-891467bf-94fa-44bf-aba5-1a5823bb89bb
masters of the universe origins man e faces action figure gnn95,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_man_e_faces_action_figure_gnn95.html,28,24.97,59.95,33.68,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-82a50e99-8e87-4144-b67e-857abbaf6639
masters of the universe origins kol darr action figure hdy26,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_kol_darr_action_figure_hdy26.html,11,79.99,89.99,85.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cce80f61-f9c4-4e9f-a062-81f91dd0d93f
masters of the universe origins fans choice tri klops action figure 1 hbt91,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_fans_choice_tri_klops_action_figure_1_hbt91.html,7,76.0,119.99,92.35,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f5bf5edc-abbb-4771-bb6b-3c1034325fc9
masters of the universe origins rokkon action figure htm93,https://streamline1175.github.io/130-Search-Results/masters_of_the_universe_origins_rokkon_action_figure_htm93.html,32,41.79,80.0,49.5,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-52d506a7-50bc-4704-bf27-b4cd09b3b9c2
