searching,total_results,latest_sale_date,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
Scarlet & Violet - Twilight Masquerade Booster Box,9,2024-04-03,94.44,149.99,111.68,$100.00,$-1.72,$113.64,https://quickchart.io/chart/render/sf-724bacdc-3668-42d3-ba7c-4f6aa874f7cc
Scarlet & Violet - Temporal Forces Booster Box,7,2024-04-03,128.65,568.95,376.29,$100.00,$231.14,$113.63,https://quickchart.io/chart/render/sf-26e37e38-595c-4fb4-9625-8ae689b7db06
Scarlet & Violet - Paldean Fates Booster Box,6,2024-04-04,40.95,75.0,53.26,$100.00,$-53.13,$113.64,https://quickchart.io/chart/render/sf-6c046195-8974-40ac-b0d9-cde21f6bfd09
Five Nights at Freddyâ€™s Cassette,16,2024-04-02,17.99,174.99,49.76,$19.99,$23.80,$22.71,https://quickchart.io/chart/render/sf-6fba3904-b20e-48fd-bb78-037d3d856b9f
The Stanley Parable: The Button That Says The Name Of The Player Playing The Game,0,nan,nan,nan,nan,nan,nan,nan,nan
