searching,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 30 OZ - STARLESS NIGHT BLUE,20,26.99,69.0,37.64,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-84606963-c796-453a-9133-653f0795b29f
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 30 OZ - TACTFUL TEAL,19,28.0,74.99,43.56,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0c6d64b5-e954-43bc-b83a-ac4e03744c53
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 30 OZ - TRUE WHITE,23,25.0,69.0,35.95,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f5e780a3-1ba4-48e9-b9e4-63fc80a2d500
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - BRILLIANT WHITE,31,39.99,117.5,68.04,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-da48c30f-c795-417d-9ef4-f93cb790c57d
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - CHAMPAGNE OMBRE,6,49.99,79.99,61.24,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b706c19f-bca1-4c55-9eeb-86a82a10c237
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - CITRON,34,40.0,125.0,67.37,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-36b12cf9-875a-45c1-9669-ca5cc3838d73
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - CITRON TIE DYE,9,49.99,70.0,61.8,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7e2c70bf-6e33-4775-9236-7e12022bd31a
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - FROST PEARLESCENT,34,40.0,199.99,77.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-423969fa-a986-4e3e-ae2d-79c8dd07b422
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - MIDNIGHT PEARLESCENT,32,44.99,199.99,91.98,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-de974292-fd5b-4aae-bfef-5125a76ce916
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - OCEAN TIE DYE,13,59.99,70.0,65.4,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-294bb24d-d21d-41f5-8572-643adc0a67ed
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - PARFAIT OMBRE,11,84.95,199.0,123.89,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-88f368d2-115b-46b5-864d-106253c966b7
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - PARFAIT PEARLESCENT,6,84.0,199.0,143.58,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-38956aaa-4394-40cb-b1e0-c59135055f51
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - SPEARMINT / PARFAIT OMBRE,14,84.0,199.0,122.63,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-83543e98-3810-4176-82d1-e11dc3525f90
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - SPEARMINT PEARLESCENT,6,73.0,199.0,120.16,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a310f7a5-bcea-41e3-8ba4-8a1e89234587
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - STARBUCKS PINK,29,38.55,117.5,66.04,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d30bc3ef-2575-4442-99a9-a99bb6b26b4d
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - TERRAZZO PEARLESCENT,7,45.0,100.0,61.56,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-beee0d07-4e95-4f2d-aedb-2623d873de72
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - WISTERIA,30,40.0,117.5,68.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e8568278-c8e5-477b-a09a-63637986128f
STANLEY ADVENTURE QUENCHER TRAVEL TUMBLER 40 OZ - WISTERIA TIE DYE,24,54.99,89.99,67.51,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f4ecb56a-a195-41c6-b022-867d696ad208
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - BASIC BROWN,35,47.99,100.0,74.6,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d04ee7d5-95b1-4849-85af-2d780ec4434d
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - FLAMINGO,19,42.99,51.99,46.87,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-98abdd5e-fbb5-47c4-a561-17e631fa3e37
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - NAVY VOYAGE,7,62.99,74.99,67.57,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f2a34722-206d-422b-8dbc-1cc91e776e6f
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - PEAT MOSS,35,42.99,89.98,62.97,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1b41e41a-435b-45de-a238-d8f38b461e4e
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - PINK VALENTINE HEART,11,75.0,100.0,92.4,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-89887714-d218-4fc1-8a23-c01ad13acc3a
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - RED VALENTINE HEART,12,55.99,99.0,85.07,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b33efc93-e9e5-4c7a-94f1-d68636bf5734
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - SERENE GREEN,18,39.95,72.22,58.06,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e1f122a5-3fab-432f-b5e6-5752af08e98e
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - TULLE,15,58.0,113.05,74.29,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b749a7de-d089-4642-8b33-f5a4fbbbc830
STANLEY FLOWSTATE QUENCHER TRAVEL TUMBLER 40 OZ - WATERCOLOR DUSK,17,58.0,150.0,71.09,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5f9f146d-cfaf-4c68-ad77-6d03fd0f826c
SUPER SMASH BROS AMIIBO FIGURES - PYRA / MYTHRA 2PK,40,49.99,79.99,55.96,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-88fe2b64-aabf-4d0c-80d9-0f0627cd6533
TARGET CASH REGISTER + ACCESSORIES,9,18.99,58.95,30.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ef002f03-83ba-4418-a28a-6853768067cc
TARGET TOY SHOPPING CART,10,27.99,57.77,36.86,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-827e3929-b28c-4bd1-a47a-dc8a361ce28a
TEAVANA JADE CITRUS MINT GREEN TEA WITH SPEARMINT - 15 SACHETS,38,8.99,89.99,44.11,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d22493e2-78c2-423f-8beb-ff05b93d7bc1
TEAVANA PEACH TRANQUILITY HERBAL TEA WITH CHAMOMOILE - 15 SACHETS,38,20.0,119.0,72.74,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0dbecdc6-b178-42f1-97dd-a913416208e9
TEENAGE MUTANT NINJA TURTLES CARTOON 7 INCH ACCESSORY SET,8,79.98,109.99,89.24,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-786ad2db-c808-406f-b0f8-89bbf6f1a997
THE LEGEND OF ZELDA AMIIBO FIGURE - LINK,39,17.0,49.99,24.91,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2509af7e-8f35-4381-a896-b4ab05b7868f
THE LEGEND OF ZELDA AMIIBO FIGURE - TOON LINK / ZELDA 2 PACK,42,29.99,57.88,42.01,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-50e274f8-9e5a-4353-ba5a-485debe91c87
THE LEGEND OF ZELDA: TEARS OF THE KINGDOM COLLECTOR'S DELUXE EDITION,16,101.42,148.88,115.79,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cbd78443-6e43-4381-89eb-bcbc02ef0f71
THE NIGHTMARE BEFORE CHRISTMAS STONEWARE OOGIE DISH,7,33.0,50.0,44.71,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-61d44551-2e7e-4cfd-ba40-7b6631f5e587
TRANSFORMERS BUMBLEBEE STUDIO TF7 ALPHA,31,38.71,130.0,71.52,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e34fa953-8bd4-48c4-81ad-34f2985e03fa
WONDERSHOP NEON STYLE SANTA CHRISTMAS NOVELTY LIGHT 19.5,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-778064c6-b9fb-49a4-b7bb-88f5112b2b3d
XBOX SERIES X,40,282.0,675.0,379.59,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a413970c-9d8a-4559-8e43-18dfe1190103
