searching,github_webpage,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
bob mackie barbie holiday angel doll hcc00,https://streamline1175.github.io/130-Search-Results/bob_mackie_barbie_holiday_angel_doll_hcc00.html,13,105.0,159.9,130.55,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8e3f0311-caa9-4407-a16d-d6d1c29c4c31
barbie boss beauties nft blind pack hrl12,https://streamline1175.github.io/130-Search-Results/barbie_boss_beauties_nft_blind_pack_hrl12.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-63220ed6-4614-4353-a922-a8105601c354
boss beauty exclusive world of barbie ticket hxw29,https://streamline1175.github.io/130-Search-Results/boss_beauty_exclusive_world_of_barbie_ticket_hxw29.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-871c04df-6d85-4d28-9bed-d3466d8ea9a7
boss beauty super rare sticker hxt49,https://streamline1175.github.io/130-Search-Results/boss_beauty_super_rare_sticker_hxt49.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b59e02ae-1b33-40a8-8909-b619fb37fb43
boss beauty ultra rare coty doll hkt80,https://streamline1175.github.io/130-Search-Results/boss_beauty_ultra_rare_coty_doll_hkt80.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f550d6df-3620-486b-9232-cbfbb4a87e5f
christie 55th anniversary doll hjx29,https://streamline1175.github.io/130-Search-Results/christie_55th_anniversary_doll_hjx29.html,19,65.0,113.64,83.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6d84433c-0138-4603-a7ea-25865c5628ae
darkness descends series maleficent doll hlx71,https://streamline1175.github.io/130-Search-Results/darkness_descends_series_maleficent_doll_hlx71.html,10,70.0,139.99,106.67,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-69808775-328c-4950-9036-14d0c460f09f
datsun 510 wagon hww92,https://streamline1175.github.io/130-Search-Results/datsun_510_wagon_hww92.html,29,19.99,145.5,65.64,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-38d3877f-0cce-4489-b350-46f32527926c
toy story minis multi pack hdx95,https://streamline1175.github.io/130-Search-Results/toy_story_minis_multi_pack_hdx95.html,1,55.0,55.0,55.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1e3f0354-2860-4e1e-a31a-d407b0446c63
disney 100 years of wonder cinderella collector doll hlx60,https://streamline1175.github.io/130-Search-Results/disney_100_years_of_wonder_cinderella_collector_doll_hlx60.html,31,35.49,121.0,57.03,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3238eac2-449c-4905-870e-0339a2996d81
disney 100 years of wonder tiana collector doll hlx61,https://streamline1175.github.io/130-Search-Results/disney_100_years_of_wonder_tiana_collector_doll_hlx61.html,6,55.0,145.0,100.66,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cff60a26-f66c-4213-8474-05aa2daa0072
disney 100 years of wonder tinkerbell doll hlx67,https://streamline1175.github.io/130-Search-Results/disney_100_years_of_wonder_tinkerbell_doll_hlx67.html,25,26.99,121.0,56.31,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a5644e0d-fead-4eac-b3f6-3edf20a9c2fd
disney collector alice in wonderland doll hlx68,https://streamline1175.github.io/130-Search-Results/disney_collector_alice_in_wonderland_doll_hlx68.html,14,64.99,151.99,103.2,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2eba293c-f22b-41ad-b84f-80a29a420db1
disney royal radiance collection aurora hlx66,https://streamline1175.github.io/130-Search-Results/disney_royal_radiance_collection_aurora_hlx66.html,2,69.99,85.99,77.99,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2988955b-a922-4a1a-9b5e-e4ac0dcf4809
disney collector radiance collection belle doll hlx64,https://streamline1175.github.io/130-Search-Results/disney_collector_radiance_collection_belle_doll_hlx64.html,12,40.0,69.99,49.08,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2617b8b6-603a-42b4-9f65-232abcf35fe4
disney collector radiance collection jasmine doll hlx65,https://streamline1175.github.io/130-Search-Results/disney_collector_radiance_collection_jasmine_doll_hlx65.html,15,40.0,69.99,49.93,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b25c80b3-1082-40e3-a24d-bf7e9ad9a56c
disney 100 frozen anna and elsa collector dolls hlx70,https://streamline1175.github.io/130-Search-Results/disney_100_frozen_anna_and_elsa_collector_dolls_hlx70.html,15,19.99,115.99,44.79,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e9e88ed4-ebfe-4bd8-b26f-c5510ab09d15
dr jane goodall barbie inspiring women doll hcb82,https://streamline1175.github.io/130-Search-Results/dr_jane_goodall_barbie_inspiring_women_doll_hcb82.html,23,39.99,69.99,50.33,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7414a312-27cb-4c04-a9d5-cfc47956d36a
dracula monster high skullector doll hdw24,https://streamline1175.github.io/130-Search-Results/dracula_monster_high_skullector_doll_hdw24.html,9,107.0,348.88,152.66,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-174f37da-a027-4e54-a99d-e10b72a72c4d
eleanor roosevelt barbie inspiring women doll gyh03,https://streamline1175.github.io/130-Search-Results/eleanor_roosevelt_barbie_inspiring_women_doll_gyh03.html,17,24.99,32.0,28.47,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d18ca9e3-e5d7-42d2-b41a-c4441adff995
hot wheels elite 64 pandem nissan 280zx hnj59,https://streamline1175.github.io/130-Search-Results/hot_wheels_elite_64_pandem_nissan_280zx_hnj59.html,9,39.88,69.94,44.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-39a76040-7ec3-4eb3-8ebe-7acab9b9131c
elite 64 series 21 audi rs 7 sportback hgw11,https://streamline1175.github.io/130-Search-Results/elite_64_series_21_audi_rs_7_sportback_hgw11.html,18,23.0,50.0,35.27,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-15490276-05d1-4091-9ec2-d69cdd0e9a5c
elite 64 series land rover defender 90 pickup hgw12,https://streamline1175.github.io/130-Search-Results/elite_64_series_land_rover_defender_90_pickup_hgw12.html,9,14.95,60.0,22.37,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-26bc9721-260f-49d9-82a1-94fd6c406352
elite 64 series lbwk lamborghini aventador lp 700 4 hgw14,https://streamline1175.github.io/130-Search-Results/elite_64_series_lbwk_lamborghini_aventador_lp_700_4_hgw14.html,13,26.99,39.95,32.2,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c1731f4d-5807-4227-81ec-064993a08412
ella fitzgerald barbie inspiring women doll ght86,https://streamline1175.github.io/130-Search-Results/ella_fitzgerald_barbie_inspiring_women_doll_ght86.html,19,54.0,90.0,70.81,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1094c5fd-a2f3-45e8-a309-2db6c9d98f82
elvis presley barbie doll gtj95,https://streamline1175.github.io/130-Search-Results/elvis_presley_barbie_doll_gtj95.html,28,31.95,100.0,50.78,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f0a38b04-508e-4b80-b38e-538894917a64
evan mock hot wheels toyota pickup north shore edition hhg50,https://streamline1175.github.io/130-Search-Results/evan_mock_hot_wheels_toyota_pickup_north_shore_edition_hhg50.html,4,170.0,180.0,176.88,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-50306318-947a-46ff-95ea-2962d908c4c2
fall guys x masters of the universe 4 pack hpg39,https://streamline1175.github.io/130-Search-Results/fall_guys_x_masters_of_the_universe_4_pack_hpg39.html,3,60.0,200.0,135.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-edcead93-66c9-40ff-80d1-8cd8c66aafa9
mattel creations fisher price x figure8 gwv48,https://streamline1175.github.io/130-Search-Results/mattel_creations_fisher_price_x_figure8_gwv48.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6e75a781-420a-483f-ba2c-f6d4cc184622
fisher price little people collector parks and recreation hfg45,https://streamline1175.github.io/130-Search-Results/fisher_price_little_people_collector_parks_and_recreation_hfg45.html,2,19.0,20.5,19.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-95abd0a3-7acf-4336-ab4d-81c189edf8d4
little people collector go bills figure pack hpc09,https://streamline1175.github.io/130-Search-Results/little_people_collector_go_bills_figure_pack_hpc09.html,1,35.0,35.0,35.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b3cb08d6-5539-4625-a761-3b7b1d410d99
florence nightingale barbie inspiring women doll ght87,https://streamline1175.github.io/130-Search-Results/florence_nightingale_barbie_inspiring_women_doll_ght87.html,23,60.0,112.49,79.95,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9819858f-684c-4cbf-a85f-e3530c5e0557
forza motorsport premium 5 hff49,https://streamline1175.github.io/130-Search-Results/forza_motorsport_premium_5_hff49.html,27,25.49,65.44,43.31,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e4197de5-bd43-4e6e-a99f-575d1ac2285e
frankenstein bride of frankenstein monster high skullector doll set hdw25,https://streamline1175.github.io/130-Search-Results/frankenstein_bride_of_frankenstein_monster_high_skullector_doll_set_hdw25.html,29,115.0,227.27,140.27,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1bfced5b-d20e-4f19-a427-d76019ed0488
friendswithyou lucky little cloud x magic 8 ball cloud white hjn35,https://streamline1175.github.io/130-Search-Results/friendswithyou_lucky_little_cloud_x_magic_8_ball_cloud_white_hjn35.html,5,30.0,45.0,37.59,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cb34d370-e1d2-4b9e-9ce5-b079425671f6
friendswithyou lucky little cloud x magic 8 ball gold chrome hjw06,https://streamline1175.github.io/130-Search-Results/friendswithyou_lucky_little_cloud_x_magic_8_ball_gold_chrome_hjw06.html,3,45.0,49.96,46.65,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-67fe055b-7355-49a5-813a-2722d656df86
funboy x barbie dream clear pink chaise 2 pack,https://streamline1175.github.io/130-Search-Results/funboy_x_barbie_dream_clear_pink_chaise_2_pack.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fcfb6784-88f3-4f52-b223-0ea968987fc2
funboy x barbie dream clear pink swan float,https://streamline1175.github.io/130-Search-Results/funboy_x_barbie_dream_clear_pink_swan_float.html,1,14.99,14.99,14.99,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cb2512a5-7d98-4c4f-93d2-934c64b08839
funboy x barbie dream oversized beach towel,https://streamline1175.github.io/130-Search-Results/funboy_x_barbie_dream_oversized_beach_towel.html,1,25.0,25.0,25.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-62d889fe-e80e-4f40-818e-a8ecb407b95f
funboy x malibu barbie dream beach towel,https://streamline1175.github.io/130-Search-Results/funboy_x_malibu_barbie_dream_beach_towel.html,1,25.0,25.0,25.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-742a9a3f-f92f-4943-946d-08dca34fecfd
funboy x malibu barbie golf cart pool float,https://streamline1175.github.io/130-Search-Results/funboy_x_malibu_barbie_golf_cart_pool_float.html,3,107.0,115.0,110.67,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7223a4b6-38e2-4a3b-915b-065d7745efd1
future me problems card game hmg11,https://streamline1175.github.io/130-Search-Results/future_me_problems_card_game_hmg11.html,1,14.99,14.99,14.99,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-17dbb286-69e1-47d1-be56-9c44c8b61fc9
gap x barbie doll sized hoodie hth37,https://streamline1175.github.io/130-Search-Results/gap_x_barbie_doll_sized_hoodie_hth37.html,12,18.97,29.99,23.7,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e926f0c6-83d9-4f1e-88ac-2ed7817e8048
barbie the movie doll hpj98,https://streamline1175.github.io/130-Search-Results/barbie_the_movie_doll_hpj98.html,50,48.22,140.0,69.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-754ef88d-f6d4-47a3-ac35-92ee39788c2b
barbie signature gloria estefan music series doll hcb85,https://streamline1175.github.io/130-Search-Results/barbie_signature_gloria_estefan_music_series_doll_hcb85.html,9,23.9,59.99,34.23,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-35809f9c-a26a-4ca1-a3ec-1972df4f0a70
barbie signature guo pei fashion partnership hbx99,https://streamline1175.github.io/130-Search-Results/barbie_signature_guo_pei_fashion_partnership_hbx99.html,1,191.11,191.11,191.11,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1cb07d8f-94a3-49ff-bb74-0267d46ea766
harry potter design collection albus dumbledore doll hnd83,https://streamline1175.github.io/130-Search-Results/harry_potter_design_collection_albus_dumbledore_doll_hnd83.html,30,10.99,72.0,23.31,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-218f0dda-95c4-4c65-a1df-1aa2c40c6021
harry potter design collection harry potter doll hnd81,https://streamline1175.github.io/130-Search-Results/harry_potter_design_collection_harry_potter_doll_hnd81.html,12,55.0,144.0,84.47,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-304a4d91-b89f-4653-b947-3f2293830d53
harry potter design collection lord voldemort doll hnd82,https://streamline1175.github.io/130-Search-Results/harry_potter_design_collection_lord_voldemort_doll_hnd82.html,15,37.88,113.62,55.96,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-65e20fd9-0eb5-46fe-8fa5-023bfbafffc3
hbc stripes barbie doll ght68,https://streamline1175.github.io/130-Search-Results/hbc_stripes_barbie_doll_ght68.html,30,19.95,59.0,30.66,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-da1656ae-2727-4e3d-aab2-5cca21d4620a
honda s2000 hww93,https://streamline1175.github.io/130-Search-Results/honda_s2000_hww93.html,35,69.95,323.0,152.01,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fe2a237a-2bf0-4899-a9f9-462f987b4816
hot wheels acceleracers pack of 6 virtual collectibles hvx87,https://streamline1175.github.io/130-Search-Results/hot_wheels_acceleracers_pack_of_6_virtual_collectibles_hvx87.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c5c3a8f0-edca-418e-b822-f5b4aa2a6cdc
hot wheels batman 6 pack hby35,https://streamline1175.github.io/130-Search-Results/hot_wheels_batman_6_pack_hby35.html,26,5.51,26.99,12.7,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-317934a8-b380-4d60-b90d-4616dcfaab33
hot wheels boulevard vehicle 1 premium 164 scale car hrt66,https://streamline1175.github.io/130-Search-Results/hot_wheels_boulevard_vehicle_1_premium_164_scale_car_hrt66.html,5,58.96,147.04,112.54,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3ff3398d-e9f0-46cc-84de-5d58450add2e
hot wheels car culture alpine a110 hck17,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_alpine_a110_hck17.html,10,5.0,15.15,9.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-467b9dc5-7b81-4877-b298-9067a4586747
hot wheels car culture circuit legend nissan 300zx twin turbo hck12,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legend_nissan_300zx_twin_turbo_hck12.html,15,7.27,12.99,10.13,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-019cbc9a-3959-4a88-9364-74891dfc29d0
hot wheels car culture circuit legend toyota starlet 1981 hck11,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legend_toyota_starlet_1981_hck11.html,21,9.99,25.5,14.9,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9dd35f91-4053-4628-bb95-65a9e64c7893
hot wheels car culture circuit legends hkc40,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_hkc40.html,36,11.0,57.0,17.58,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-02bcaf87-6664-4f2a-b223-8b24abf87936
hot wheels car culture circuit legends hkc41,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_hkc41.html,37,10.0,69.75,18.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c012ffc0-66ad-4f43-a5ff-c023fd67f619
hot wheels car culture circuit legends mazda rx 7 fc hcj86,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_mazda_rx_7_fc_hcj86.html,34,14.49,69.95,33.54,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-60980c79-61ff-41a1-94f1-a1fa0392577f
hot wheels car culture circuit legends hkc42,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_hkc42.html,35,10.0,25.5,15.12,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-198a829a-ce57-4030-824a-9e87b3717b75
hot wheels car culture circuit legends hkc44,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_hkc44.html,39,10.0,25.5,15.1,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ee93df2f-7308-4f40-bdd5-3c8cc0fa060c
hot wheels car culture circuit legends vehicles hkc60,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc60.html,6,7.5,15.0,9.83,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7db70f7a-886a-44cf-aa41-056a3f30c092
hot wheels car culture circuit legends vehicles hkc61,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc61.html,7,4.99,9.99,7.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-beb1799d-74f7-4520-968f-75e4e61bb099
hot wheels car culture circuit legends vehicles hkc59,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc59.html,39,8.51,25.5,14.06,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2bf6dc8b-805b-499a-ab7e-b0524dc2123a
hot wheels car culture circuit legends vehicles hkc62,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc62.html,44,8.51,25.5,14.12,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-896e84fd-b02d-4584-a823-581b6b306e94
hot wheels car culture circuit legends vehicles hkc58,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc58.html,39,8.99,25.5,14.28,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ccd3a1fd-59a9-43f8-a701-ba3bdea9ea3b
hot wheels car culture circuit legends vehicles hck19,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hck19.html,6,7.5,15.0,10.42,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7f96349d-2f61-453e-8681-7e4a9b6275b0
hot wheels car culture circuit legends vehicles hck18,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hck18.html,38,12.0,59.99,23.77,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-09b7e9e3-90e2-432d-a6a8-a3a1b11b4c75
hot wheels car culture circuit legends vehicles bmw e39 m5 hkc52,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_bmw_e39_m5_hkc52.html,4,11.36,15.0,12.82,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e6bc5062-eafa-4d38-9e80-48d4f626e772
hot wheels car culture pininfarina alfa 33 concept hkc46,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_pininfarina_alfa_33_concept_hkc46.html,13,5.0,12.95,8.54,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d7e2e61d-b184-4197-b6cb-235a8d2edc1c
hot wheels car culture circuit legends hcj87,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_hcj87.html,42,11.0,25.5,15.77,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-03ef523d-2883-4253-a8d7-fba43a2d21f1
hot wheels car culture circuit legends vehicles 74 volvo 142 gl hkc53,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_74_volvo_142_gl_hkc53.html,3,5.0,11.0,8.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-878031df-9e36-4897-b84d-887e54b169c1
hot wheels car culture circuit legends hcj88,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_hcj88.html,40,12.0,55.0,19.31,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-84cfdda8-dc3d-43ba-9523-dbd2c38b930a
hot wheels car culture lamborghini urus 21a hck16,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_lamborghini_urus_21a_hck16.html,10,5.0,12.99,7.51,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-525e5542-da9b-4aa1-a9f6-17390056604a
hot wheels car culture mazda rx7 fd twin turbo hck13,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_mazda_rx7_fd_twin_turbo_hck13.html,18,8.5,54.0,15.91,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-4a0212e3-62f3-4fa7-b79d-85ebd1794cfb
hot wheels car culture circuit legends vehicle hkc72,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicle_hkc72.html,42,10.0,25.5,15.15,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1df3cc93-b724-4965-99e4-e276aac0b744
hot wheels car culture circuit legends vehicles hkc70,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc70.html,42,8.51,25.5,14.3,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f11351c5-6c79-438c-bd24-7e809552cbb1
hot wheels car culture circuit legends vehicles hkc73,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc73.html,41,8.5,25.5,14.15,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-82c27883-e947-4b25-804d-0da3618a41b8
hot wheels car culture circuit legends vehicles hkc74,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc74.html,41,8.99,25.5,14.69,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fd57294f-a51d-4581-9e42-04afb18b502f
hot wheels car culture circuit legends vehicles hkc71,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_circuit_legends_vehicles_hkc71.html,7,4.99,9.99,7.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5e11924e-49e4-45b3-87a3-1491e845ddfe
hot wheels car culture subaru wrx sti 22b hck14,https://streamline1175.github.io/130-Search-Results/hot_wheels_car_culture_subaru_wrx_sti_22b_hck14.html,18,11.0,39.95,17.64,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-afc695d9-9541-4afe-b8df-dfb9412cc7da
hot wheels cey adams love 70s van hny48,https://streamline1175.github.io/130-Search-Results/hot_wheels_cey_adams_love_70s_van_hny48.html,19,34.99,82.06,44.06,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a962f739-f113-4119-bf82-59dd11162084
hot wheels character cars marvel avengers 5 pack vehicles hby34,https://streamline1175.github.io/130-Search-Results/hot_wheels_character_cars_marvel_avengers_5_pack_vehicles_hby34.html,26,6.48,39.95,16.11,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9900c2de-1a74-4221-b717-20ba573e1ac2
hot wheels character cars spider man 5 pack hby36,https://streamline1175.github.io/130-Search-Results/hot_wheels_character_cars_spider_man_5_pack_hby36.html,22,10.0,18.0,13.26,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-14d1194a-c212-49fd-97cb-dc5da058e3b0
hot wheels dc character car bundle 5 pack hby33,https://streamline1175.github.io/130-Search-Results/hot_wheels_dc_character_car_bundle_5_pack_hby33.html,14,13.0,35.0,18.72,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0264890b-f561-46eb-bd3d-61baf5b31561
hot wheels disney princess character cars set of 5 hgp05,https://streamline1175.github.io/130-Search-Results/hot_wheels_disney_princess_character_cars_set_of_5_hgp05.html,23,20.89,44.95,28.74,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cd1f9649-2335-4eb0-9877-1fa04ce917b2
hot wheels fast furious collector cars 99 nissan maxima hkd23,https://streamline1175.github.io/130-Search-Results/hot_wheels_fast_furious_collector_cars_99_nissan_maxima_hkd23.html,29,8.99,25.0,12.51,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e6a4c7b4-cb44-4bb9-ba19-431376b39b5c
hot wheels cars premium fast furious car hkd24,https://streamline1175.github.io/130-Search-Results/hot_wheels_cars_premium_fast_furious_car_hkd24.html,9,32.99,94.0,50.55,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-59bb5452-2591-4eec-af7c-540b81132f96
hot wheels fast furious dodge charger hellcat hnw50,https://streamline1175.github.io/130-Search-Results/hot_wheels_fast_furious_dodge_charger_hellcat_hnw50.html,31,8.88,21.99,12.38,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3d5df5b0-99f1-4f6d-8b38-2aef409e5d5a
hot wheels cars premium fast furious car for adult collectors hnm48,https://streamline1175.github.io/130-Search-Results/hot_wheels_cars_premium_fast_furious_car_for_adult_collectors_hnm48.html,13,28.99,94.0,47.26,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-725093cf-8187-4a78-b7e7-d031d8044b9d
hot wheels fast furious lyman hypersport hnw49,https://streamline1175.github.io/130-Search-Results/hot_wheels_fast_furious_lyman_hypersport_hnw49.html,7,6.0,12.99,8.58,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-4133091a-dc28-407c-8eb3-549135be5e25
hot wheels fast furious premium series mazda rx 7 fd hkd22,https://streamline1175.github.io/130-Search-Results/hot_wheels_fast_furious_premium_series_mazda_rx_7_fd_hkd22.html,19,9.99,26.0,16.78,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d633c0d7-881e-4728-829e-890adacbf371
hot wheels fast furious premium series porsche cayman gt4 hkd20,https://streamline1175.github.io/130-Search-Results/hot_wheels_fast_furious_premium_series_porsche_cayman_gt4_hkd20.html,20,8.95,25.0,13.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-df63d769-9b80-4ab3-a9d7-1012a42bdb1c
hot wheels nft fast furious hxx84,https://streamline1175.github.io/130-Search-Results/hot_wheels_nft_fast_furious_hxx84.html,3,165.0,250.0,220.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-26934780-b6e7-4130-8427-9531e8d91cde
hot wheels fast and furious premium series nissan skyline gtr hkd21,https://streamline1175.github.io/130-Search-Results/hot_wheels_fast_and_furious_premium_series_nissan_skyline_gtr_hkd21.html,12,17.99,72.99,35.71,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-06dbbbd4-d77a-4552-b2e6-1f8dfe05900d
hot wheels jurassic park jeep wrangler dr ian malcolm hrl27,https://streamline1175.github.io/130-Search-Results/hot_wheels_jurassic_park_jeep_wrangler_dr_ian_malcolm_hrl27.html,24,30.91,72.0,41.83,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1dad6ccf-b392-4891-8408-c4c5b939e469
hot wheels kar keepers and track gdf93,https://streamline1175.github.io/130-Search-Results/hot_wheels_kar_keepers_and_track_gdf93.html,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-14e37f8b-9ba2-4630-8e3c-036f8405f8b9
hot wheels knight rider k i t t hgt98,https://streamline1175.github.io/130-Search-Results/hot_wheels_knight_rider_k_i_t_t_hgt98.html,14,39.0,90.0,53.22,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-602fa1e6-38f7-4b15-92eb-efe1a7131e24
