searching,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
barbie pink collection doll 3 hcb74,9,110.0,249.99,164.77,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-70941590-0176-464f-b256-8441f7160aa5
barbie pink collection doll 4 hbx96,10,80.0,224.5,155.22,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-76db87c1-fd5e-4a6e-9609-dc6ee8e8856f
barbie pink collection doll 5 hjw86,11,99.0,175.0,144.9,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-bdce1c75-2bc8-44bb-b41c-7785e45e2a19
barbie rewind doll career girl gxl24,24,37.99,90.0,48.74,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f9efe2b0-2ea7-4f9a-8e76-4edbf0a64b41
barbie rewind doll night out gtj88,31,12.49,32.46,21.36,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8e4b1422-91e4-4054-9799-b2a9c254572c
barbie rewind doll workin out gtj87,11,5.99,34.99,18.3,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2233b186-e263-4af7-8954-1cfae2ddb938
barbie rewind doll movie night hjx18,8,12.49,51.29,28.85,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-41d53da0-6ecc-4d0d-9828-3e8088c4c48c
barbie rewind doll prom night hjx20,7,15.99,55.99,35.19,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-bcb7dc66-55fb-404a-8639-3ed8241b83a8
barbie rewind doll schoolin around hby13,5,18.0,45.44,30.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9a702264-6981-401b-bedd-dd35f8e0d9ed
barbie rewind doll slumber party hjx19,5,21.99,50.24,32.38,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-abedd594-d51f-4fbd-8fdc-b642073a55e3
barbie rewind doll sophisticated style hby12,7,25.0,32.46,29.33,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cb2c59ad-39da-469d-a2fe-461ed6553475
barbie signature barbie looks doll curvy brunette hbx95,8,69.99,119.99,83.52,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b65f1f5a-321b-409b-9f3f-617a5cafb256
barbie signature barbie looks doll original red hbx94,21,21.95,43.96,30.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0af4839c-a240-4ad6-83da-f3b13189652d
barbie signature barbie looks doll tall dark brown hbx93,6,28.0,41.0,33.16,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3951dfe9-e3ef-43a9-b210-1329158fc295
barbie signature david bowie barbie doll 2 gxh59,26,42.0,175.0,68.59,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-83fb06a6-09d0-4895-87be-d2ce31002011
barbie signature francie 1967 doll reproduction hcb97,8,95.0,188.42,124.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-412ea528-7e17-40d3-8cf4-98ee4db00450
barbie signature inspiring women doll hjx37,39,23.99,120.0,38.55,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1010a141-adbd-4815-afec-1caef5dc80d3
barbie signature king ocean ken merman doll gtj97,10,174.99,215.0,190.29,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-97a40e3e-6e6d-47e4-9671-9a6e2e766c01
barbie signature logo tote bag,9,40.0,99.0,68.93,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3c57790c-b36a-4eb8-942a-356239d07f5d
barbie signature music series doll hcb98,22,159.95,245.0,189.81,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-65caebf8-6971-4258-a368-f3622410ac77
barbie signature ted lasso doll hjw91,36,24.99,84.34,40.83,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ac4c0dad-755a-4d7f-9c1d-ef4a1e9af2b0
barbie signature ted lasso keeley jones doll hjw92,8,24.99,44.99,30.15,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d2ab47db-0583-4f2f-9c83-222e6f848659
barbie signature ted lasso rebecca welton doll hjw93,9,26.0,67.41,45.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-4200b62c-9e28-4706-8bbe-03284a79f706
barbie styled by design doll hrm31,2,149.0,169.95,159.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a2991d08-4951-4805-be70-818dad02fef0
barbie styled by design tote bag,4,39.99,169.95,83.73,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1576f728-a1fd-4e66-8b03-cf7794fa5a85
claudia schiffer barbie doll in versace hcb94,39,94.49,120.0,103.18,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e3afb249-5edf-43b4-b4f4-0c56b5899436
barbie the movie soundtrack vinyl set hyg44,10,57.75,114.0,73.57,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7ff0a1eb-7cc0-4959-8569-b75c61bcbf10
barbie the movie collector bundle hyb73 raffle,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-59e47d58-301d-4b5d-bfd7-5724ed3f31c5
barbie the movie fashion pack hpk01,21,85.0,149.99,100.06,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9e1b44ac-5e17-4c79-af6b-3020b9478ef3
barbie the movie hot wheels corvette 4 pack hrl24,28,31.0,57.77,41.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b29128e1-9278-46a4-9085-f5b77bafdf44
barbie the movie pink corvette convertible hpk02,20,89.99,200.0,128.57,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-70097704-021b-48a9-b665-08b798b90b15
barbie tribute collection laverne cox doll hcb99,21,15.0,44.95,22.97,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c3f2459a-0980-4ab2-bd04-f2a2d6c7eb26
barbie tribute collection vera wang barbie doll gxl12,14,39.0,69.99,47.47,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2a44f8b6-24aa-4a59-992d-7aa51921a3c8
barbie x bob mackie 2023 holiday angel doll hjx12,11,119.0,180.0,141.08,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-eac66ad6-2f0f-47a8-8dd4-f587d2b20e96
mattel creations barbie x figure8 gwv44,2,115.0,124.95,119.98,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e3110e24-b8ea-4ab7-8e21-32c557adec35
barbie x mariah carey holiday celebration doll hjx17,17,46.23,87.53,58.81,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9ade1176-7c81-45fa-842b-bc080395d0c1
beetlejuice lydia deetz monster high collector dolls gwf82,18,510.0,799.99,611.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9b26bd39-f923-44a6-9bc1-48cdd8fda446
billie jean king barbie inspiring women series doll ght85,10,23.99,43.97,30.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-25685ea9-e630-43e5-bfe6-64b6ebef065c
mattel creations rock em sock em robots x figure8 gwv49,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7ba816d7-6e28-4983-8fc5-318b08411d65
blue the great diecast thomas the tank engine hjg23,41,2.0,47.0,13.83,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-596dafa6-6d28-45ee-b636-e98e4a4086a5
bob mackie barbie holiday angel doll hcc00,13,112.99,180.0,141.71,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-58d4aecc-0fe2-45f6-a866-031edc7fba59
barbie boss beauties nft blind pack hrl12,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f03c019c-8626-4f97-bfb5-5cdb741a828a
boss beauty exclusive world of barbie ticket hxw29,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-097d56ab-1325-49c1-98b1-3d8f348e27c6
boss beauty super rare sticker hxt49,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-541d6e46-fe47-4acf-a86b-56e92f6f97a6
boss beauty ultra rare coty doll hkt80,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7b39a708-aec6-4316-85af-56e7ec9d5a74
christie 55th anniversary doll hjx29,20,56.99,113.06,83.71,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ee3a3bdd-8963-4728-bb12-260455af6d55
darkness descends series maleficent doll hlx71,12,80.0,139.0,106.82,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-28839940-116b-4884-8272-10b658fa0878
datsun 510 wagon hww92,25,21.99,200.0,93.62,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e7990f7c-a91d-48c9-a540-a5ba7dbc74a3
toy story minis multi pack hdx95,1,61.75,61.75,61.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8733e62f-5a28-466b-8ca4-56921d0a66b8
disney 100 years of wonder cinderella collector doll hlx60,32,28.65,121.0,56.6,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d82c4f27-3df1-4a9e-91e0-643548bc03f5
disney 100 years of wonder tiana collector doll hlx61,7,39.15,145.0,87.01,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-168cd897-4c49-4496-b898-3bd2bbc47036
disney 100 years of wonder tinkerbell doll hlx67,25,26.99,121.0,56.62,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f345d567-3786-4e37-a839-1ec415d5f87a
disney collector alice in wonderland doll hlx68,16,74.99,159.99,108.12,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c13302ea-d038-47d2-b560-1d3e7437a493
disney royal radiance collection aurora hlx66,2,69.99,85.99,77.99,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e2172325-6de0-419f-a357-8a22e3e72bc2
disney collector radiance collection belle doll hlx64,9,40.0,69.99,50.44,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-df833d07-a433-4caf-8a84-856ace91d5fb
disney collector radiance collection jasmine doll hlx65,11,40.0,75.0,53.09,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e2dfd7b7-6067-4771-a91d-437455f698b8
disney 100 frozen anna and elsa collector dolls hlx70,15,19.99,89.99,44.91,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-97f57aa7-b80c-48f2-a035-81ea9dd06d05
dr jane goodall barbie inspiring women doll hcb82,14,38.77,69.99,49.54,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fdd66c20-ee10-4aca-a6d4-728404ec39ac
dracula monster high skullector doll hdw24,9,102.5,194.78,126.7,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d7aaa1f0-b3b7-461f-8da6-a5c3960e0aae
eleanor roosevelt barbie inspiring women doll gyh03,17,24.99,43.75,30.23,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b3a6c255-e70a-46c5-a165-5b2b37ec1657
hot wheels elite 64 pandem nissan 280zx hnj59,8,38.99,69.96,45.29,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a68e99f7-1daf-4d87-ade8-0a7ac2e4f2fb
elite 64 series 21 audi rs 7 sportback hgw11,19,23.65,54.99,36.64,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-efd82b06-4741-46b9-a919-bd65b675ab31
elite 64 series land rover defender 90 pickup hgw12,9,14.95,60.0,24.09,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0d5fe0d6-b3ed-4f66-83ed-45f343e3507d
elite 64 series lbwk lamborghini aventador lp 700 4 hgw14,13,26.99,39.95,32.06,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-eaf0d24a-37d4-4d75-8be5-7ff7171197bc
ella fitzgerald barbie inspiring women doll ght86,17,60.0,90.0,74.57,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3b580ecb-8ad9-47b7-bf2a-0a776949a95c
elvis presley barbie doll gtj95,28,35.0,100.0,54.78,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-528091fe-d1cf-45ae-9ae1-2cfdb44e85d6
evan mock hot wheels toyota pickup north shore edition hhg50,5,170.88,219.0,193.47,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-45584d13-70ef-4d57-a3aa-80e9326ba099
fall guys x masters of the universe 4 pack hpg39,3,70.34,145.0,96.78,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b55e85ed-f223-4a40-babd-828396696629
mattel creations fisher price x figure8 gwv48,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-eb800fdb-44b0-4e69-ba16-996b11331e59
fisher price little people collector parks and recreation hfg45,1,20.5,20.5,20.5,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d0efeec0-ea0b-4b7a-9448-a72be4970f9a
little people collector go bills figure pack hpc09,1,35.99,35.99,35.99,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0a9cbbc8-ddee-4b5b-8071-548028444c91
florence nightingale barbie inspiring women doll ght87,24,59.99,112.49,82.03,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-12e97772-fe36-45aa-b3e4-d227d49e2a53
forza motorsport premium 5 hff49,26,28.0,69.99,47.76,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b74b95ca-c8fd-4ecd-ab63-7d6e70f67fe8
frankenstein bride of frankenstein monster high skullector doll set hdw25,30,118.0,251.25,140.62,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-bf7a0b1c-3945-4b6c-bf97-34b79a179f03
friendswithyou lucky little cloud x magic 8 ball cloud white hjn35,6,34.0,49.99,41.82,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d6613512-765f-4488-8b74-273c1efff958
friendswithyou lucky little cloud x magic 8 ball gold chrome hjw06,4,45.0,49.99,47.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-633c8eef-765c-41ac-ad6d-e949b1ba01dd
funboy x barbie dream clear pink chaise 2 pack,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c67886aa-4bf3-4f6b-a29f-8dd7345f798d
funboy x barbie dream clear pink swan float,1,14.99,14.99,14.99,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-48f97eec-1f35-4393-b9c6-55cd673cab41
funboy x barbie dream oversized beach towel,1,35.0,35.0,35.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-69f5b6be-8d7d-4207-8d7d-badbc2016539
funboy x malibu barbie dream beach towel,1,35.0,35.0,35.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-882a1912-0dea-47df-bea3-207540d4f020
funboy x malibu barbie golf cart pool float,4,59.99,129.95,103.74,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-bb97fbd0-9ed5-46f7-a9c0-c7c6df682993
future me problems card game hmg11,1,16.21,16.21,16.21,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f8659ba0-917d-4f2d-a822-af3b65ff4e76
gap x barbie doll sized hoodie hth37,10,22.0,29.99,25.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-391c5e7d-b1c4-4296-b029-f17a2b1f741f
barbie the movie doll hpj98,47,48.22,102.97,72.63,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a35651c8-0f2c-48a7-b46b-d251e24a1c57
barbie signature gloria estefan music series doll hcb85,9,22.0,39.99,29.65,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e7bd637f-7a5d-425f-83da-7084b4ee8054
barbie signature guo pei fashion partnership hbx99,1,191.11,191.11,191.11,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-76b0fa98-b61f-405d-a0b4-e7df7876e52c
harry potter design collection albus dumbledore doll hnd83,31,11.93,72.0,24.39,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-94f3c007-ee4b-4da2-a02c-86b1e37d3e9e
harry potter design collection harry potter doll hnd81,13,57.95,119.99,81.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-04b06d86-6227-4203-af7a-346d17986492
harry potter design collection lord voldemort doll hnd82,12,43.81,133.1,66.88,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-21c21201-7c02-4597-ac80-a45bd8fba0bb
hbc stripes barbie doll ght68,24,21.99,59.0,37.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7c59956c-ab8f-4541-96d0-0d75728a31c8
honda s2000 hww93,38,71.23,380.0,151.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5fc48864-9378-4bd9-b6c5-27df41485c94
hot wheels acceleracers pack of 6 virtual collectibles hvx87,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-579719cf-da24-4fe3-8ee9-030cc02478cc
hot wheels batman 6 pack hby35,31,6.5,26.99,12.26,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a8f0e421-bfd9-4af5-a006-77c34f95c3b3
hot wheels boulevard vehicle 1 premium 164 scale car hrt66,5,58.9,147.04,110.05,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-faf12807-1185-4e4c-b627-67ca10f2357e
hot wheels car culture alpine a110 hck17,14,5.49,15.08,9.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a13675c0-8b33-4691-92cf-b812c92b5e5d
hot wheels car culture circuit legend nissan 300zx twin turbo hck12,18,7.49,12.99,9.9,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c0ca5dd8-2837-4fe2-9d36-9abe55f74ab5
hot wheels car culture circuit legend toyota starlet 1981 hck11,24,11.0,30.0,16.4,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-79e06cb0-6559-499a-8d19-84f5ef8d0269
hot wheels car culture circuit legends hkc40,38,12.14,55.0,19.69,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5eb22099-22c4-49db-853f-4c66c8b6766a
hot wheels car culture circuit legends hkc41,34,12.99,61.0,20.4,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5babb6f3-5926-48a3-b72a-53ca13fc59fa
hot wheels car culture circuit legends mazda rx 7 fc hcj86,36,14.88,70.0,28.91,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6cc591ff-7d16-4a0c-9931-e539ac3bad6e
hot wheels car culture circuit legends hkc42,38,12.0,55.0,18.65,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-53c59e08-610a-4ff4-96b2-5c52f6f17642
hot wheels car culture circuit legends hkc44,40,12.0,52.0,18.06,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-90f6ddeb-3b81-4d09-b868-216b4b24bd2c
hot wheels car culture circuit legends vehicles hkc60,39,11.0,55.0,18.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3ef0224c-0e32-482d-8680-442085bfa2f4
hot wheels car culture circuit legends vehicles hkc61,37,11.0,55.0,18.19,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-44fbdcbb-94be-4550-8c2f-c9d964978439
hot wheels car culture circuit legends vehicles hkc59,36,11.0,55.0,18.67,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e0569971-638c-496d-8bb0-f8d2ff20df6f
hot wheels car culture circuit legends vehicles hkc62,44,9.99,30.0,15.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-71a23aae-4ded-412d-9e8b-faa2f93fb434
hot wheels car culture circuit legends vehicles hkc58,37,11.0,52.0,17.52,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-002ad0b6-b44c-4fb5-9550-b6065fd6da83
hot wheels car culture circuit legends vehicles hck19,6,8.5,15.0,11.17,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ed7ef074-0d8a-4c1e-a38e-c5160c3dc039
hot wheels car culture circuit legends vehicles hck18,38,12.99,60.85,23.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ee6232af-525b-494a-aa9d-92306dd1127d
hot wheels car culture circuit legends vehicles bmw e39 m5 hkc52,5,12.0,29.99,16.42,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8de97edb-c95a-430b-bcfe-e9346f427dea
hot wheels car culture pininfarina alfa 33 concept hkc46,13,6.49,12.82,9.28,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2523ba1d-fe0e-446c-8dd5-d1509746114e
hot wheels car culture circuit legends hcj87,42,12.5,55.0,19.39,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3cbe0ab8-73a4-45e9-a1f4-e53827ab4e7f
hot wheels car culture circuit legends vehicles 74 volvo 142 gl hkc53,3,8.99,10.0,9.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3f9960e7-cbef-45a9-8095-936aabf053bf
hot wheels car culture circuit legends hcj88,43,12.0,55.0,19.68,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d81101b3-b602-4380-9cfe-8ce80c68e9cb
hot wheels car culture lamborghini urus 21a hck16,9,5.0,10.99,7.72,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-15181830-d9c0-4790-ab1b-84c01a63a6a3
hot wheels car culture mazda rx7 fd twin turbo hck13,17,9.5,61.0,19.69,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f30a7a98-2352-46e5-bdff-2ccba04b28bf
hot wheels car culture circuit legends vehicle hkc72,43,11.0,30.0,16.16,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-22e7880b-ddc6-4ebb-83be-8127f838f0ec
hot wheels car culture circuit legends vehicles hkc70,39,11.0,30.0,16.73,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7949a067-9066-4cd5-aad0-1f15229d62b4
hot wheels car culture circuit legends vehicles hkc73,40,11.0,52.0,17.89,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6126b78f-8956-4745-88c6-c328ca7570b6
hot wheels car culture circuit legends vehicles hkc74,41,11.0,55.0,19.23,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7fb6a5d3-6da9-4526-8d26-1f401511aed0
hot wheels car culture circuit legends vehicles hkc71,40,9.99,30.0,15.86,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0749f2e6-e371-47f2-b4c5-343332f59f66
hot wheels car culture subaru wrx sti 22b hck14,21,11.0,39.95,17.32,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-0e0c40a7-7d07-437a-8b46-d5f290106638
hot wheels cey adams love 70s van hny48,16,38.0,81.64,48.29,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-bec1e6b7-62c8-4a98-b0e9-80a5890ae01b
hot wheels character cars marvel avengers 5 pack vehicles hby34,26,6.48,40.0,16.42,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d17d106a-95a5-480e-97e6-aed9407c26d4
hot wheels character cars spider man 5 pack hby36,22,10.99,24.99,14.62,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-83e742bf-78c3-412f-a145-972577faebd6
hot wheels dc character car bundle 5 pack hby33,12,12.99,32.99,17.81,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3ce705ce-8e67-41e7-83db-5faab4eae803
hot wheels disney princess character cars set of 5 hgp05,25,20.5,44.95,30.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e222ded1-cfad-4d2c-85bb-893ebe401523
hot wheels fast furious collector cars 99 nissan maxima hkd23,32,8.99,25.99,13.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-723a8074-5b13-4033-bc5a-c8a1dcae0470
hot wheels cars premium fast furious car hkd24,10,35.95,222.5,89.77,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-10c62e78-459d-4088-b89d-407f03ce62f3
hot wheels fast furious dodge charger hellcat hnw50,32,8.99,25.0,13.05,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-08cbf8e4-3848-4fc6-a446-ae7ad01d3f55
hot wheels cars premium fast furious car for adult collectors hnm48,13,41.99,222.5,92.78,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-186a81b4-3177-4643-a1d1-79ec1899daba
hot wheels fast furious lyman hypersport hnw49,8,5.99,13.99,9.3,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-206246d3-6370-454a-92e8-155b29e2952a
hot wheels fast furious premium series mazda rx 7 fd hkd22,20,9.99,26.0,17.56,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b2290179-b9a8-440d-acc7-34b27a952768
hot wheels fast furious premium series porsche cayman gt4 hkd20,22,8.95,25.0,13.24,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-88f8c063-e5e5-4358-9480-a77ad02590e5
hot wheels nft fast furious hxx84,3,34.95,245.0,148.32,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f3738229-3dff-4662-8718-a269ddec5a13
hot wheels fast and furious premium series nissan skyline gtr hkd21,13,17.11,69.99,30.89,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f8b4f704-4303-4cdd-855b-1a948c317e7f
hot wheels jurassic park jeep wrangler dr ian malcolm hrl27,21,35.0,80.0,44.11,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-60c45193-a6aa-43c7-b97b-6b0f56285aef
hot wheels kar keepers and track gdf93,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ee074ea1-634d-41f1-9806-a0420bf4f178
hot wheels knight rider k i t t hgt98,13,39.0,90.0,53.16,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-440b9f62-064f-432a-961c-807cfc5cc912
hw nft lamborghini hxx88,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-45c7329d-b935-4bf7-b209-28113f5a0382
hot wheels mainline 100 car case pack v6697,11,30.0,110.0,57.63,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-c493a03c-223b-43bf-b876-35cd38371cc7
hot wheels mario kart 4 pk assortment gwb36,13,23.76,69.99,35.37,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ad2ac137-c59d-4145-ac9c-caf92989b3df
hot wheels mario kart character cars 3 pack hdb38,17,12.0,28.99,17.69,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-eecda94f-9760-4204-84ab-ed9dc071ee8c
hot wheels mario kart die cast 4 pack gln53,22,18.99,44.14,23.96,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-dae6c63c-56a3-4631-9a5e-41483768b54e
hot wheels mario kart vehicles set of 3 hdb39,8,28.99,74.99,49.16,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-dc2704be-806c-495b-a68f-693e33042ccf
hot wheels mariokart vehicles 4 pack hdb23,12,16.33,35.0,22.58,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7181de75-0e80-48fd-ac75-04fe1238488e
hot wheels mariokart 4 pack with 1 exclusive kart hdb24,14,18.99,35.0,23.54,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-1b132d48-80c8-446a-a33f-3fc48c688be6
hot wheels mario kart pink gold peach collectible vehicle hgt99,10,32.0,69.07,42.91,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-95d04d16-5991-4cbb-99e7-70e323755f16
hot wheels mariokart vehicle glider set of 3 hdb37,4,28.99,64.99,49.31,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-695a64fc-7218-4de2-8ae4-d63bbefc0b7c
hot wheels mariokart 4 pack with 1 exclusive kart hdb25,25,17.45,44.99,24.17,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a3b5c766-3dcb-43c6-8d96-0e9d4134695a
hot wheels marvel ghost rider motorcycle figure collectible hgt97,23,28.99,64.99,38.46,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cfb499a4-7726-4a87-825f-f8f524d7771b
hot wheels marvel iron man hulkbuster vehicles dmh93,13,45.99,96.65,60.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-7d79f4c4-3037-4c5c-a2ea-548bc4e8f638
hot wheels masters of the universe character car bundle 5 pack grm88,10,11.95,31.39,19.48,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8f385d24-71c8-4a1b-bab0-fa89c13e10fe
