searching,total_results,latest_sale_date,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
Pokemon Center Sun Moon-Guardians Rising Elite Trainer Box,23,2024-05-31,99.0,220.0,121.1,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-47c4a2e0-c42b-45c2-b716-d6aa0e6916af
Pokemon Center Sun Moon-Lost Thunder Booster Display Box,7,2024-05-29,483.0,580.0,538.43,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a864f5e0-bddb-4780-9fdc-b9dcd267963a
Pokemon Center Sun Moon-Lost Thunder Elite Trainer Box,13,2024-05-24,169.99,329.95,232.45,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-23293918-5d6f-4371-938b-e2d7e852d118
Pokemon Center Sun Moon-Team Up Booster Display Box,14,2024-05-20,1400.0,2499.99,2088.28,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f986763b-ea2f-4ec4-ab47-3a6818c6127b
Pokemon Center Sun Moon-Team Up Elite Trainer Box,9,2024-05-17,599.99,725.0,685.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ff5cc037-5bea-4868-bdfb-b0654c20416c
Pokemon Center Sun Moon-Ultra Prism Elite Trainer Box,16,2024-05-27,220.0,599.99,333.5,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-52403fc3-9d11-4c41-98d2-0f343f03c84e
Pokemon Center Sun Moon-Ultra Prism Elite Trainer Box,15,2024-05-27,220.0,599.99,338.73,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-60d67340-3339-41d9-87cb-fbfad9e7c7cb
Pokemon Center Sun Moon-Unbroken Bonds Booster Display Box,17,2024-06-01,530.0,702.95,609.82,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-4c353d63-5730-49cd-a2b7-73465e548890
Pokemon Center Sun Moon-Unbroken Bonds Elite Trainer Box,13,2024-05-31,288.0,400.0,341.01,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ee759d8f-4b33-46a4-b7a3-957c1d61bc45
Pokemon Center Sun Moon-Unified Minds Booster Display Box,18,2024-05-27,405.0,720.0,650.64,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e1dc7900-d91e-415e-8216-a1b83986a3b6
Pokemon Center Sun Moon-Unified Minds Elite Trainer Box,13,2024-05-31,246.49,380.0,326.28,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e8545352-8d56-4e21-9659-a9c109705121
Pokemon Center Sun MoonCosmic Eclipse Booster Display Box,12,2024-06-01,845.0,999.99,902.08,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-bf4d6799-c0f2-427f-a0c6-5919419c2123
Pokemon Center Sword Shield Booster Display Box,7,2024-05-31,212.5,599.0,371.72,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a745c6d8-bf16-4169-96ff-ca8f3fdcafda
Pokemon Center Sword Shield-Astral Radiance Booster Display Box,16,2024-05-31,120.75,249.97,156.65,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cedb4a5a-d324-4608-8982-2f1f33466134
Pokemon Center Sword Shield-Battle Styles Booster Display Box,23,2024-06-01,109.0,132.88,116.62,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ccfa9097-80cd-4f24-b65c-3796b5ff047c
Pokemon Center Sword Shield-Brilliant Stars Booster Display Box,25,2024-06-01,119.0,199.99,162.49,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f327133b-0d4b-4fe8-9b1d-919a280d8e3a
Pokemon Center Sword Shield-Chilling Reign Booster Display Box,25,2024-05-31,150.0,228.0,194.05,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-34a86ad1-1d1d-4c12-be4b-21d3c274cae9
Pokemon Center Sword Shield-Chilling Reign Pokmon Center Elite Trainer Box,15,2024-06-01,35.0,69.0,42.53,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d8659040-0f08-45e0-819d-3e30943df188
Pokemon Center Sword Shield-Darkness Ablaze Booster Display Box,15,2024-05-31,137.5,250.0,154.6,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-95b5cfd7-a182-4406-b5a0-8eaeece1618f
Pokemon Center Sword Shield-Evolving Skies Booster Display Box,24,2024-06-01,530.0,760.0,641.79,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-860185d4-021b-4a1b-b09f-d85f4841b3d4
Pokemon Center Sword Shield-Evolving Skies Pokmon Center Elite Trainer Box,23,2024-06-01,72.0,224.99,109.41,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-810ffb93-3b76-4fbf-a5ad-ea77e01f6189
Pokemon Center Sword Shield-Evolving Skies Pokmon Center Elite Trainer Box,23,2024-06-01,72.0,224.99,109.41,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d2bbb4d4-b588-41f5-92d6-e214f76075a9
Pokemon Center Sword Shield-Fusion Strike Booster Display Box,26,2024-06-01,190.96,289.99,228.3,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cf1be410-2af7-4368-bf9d-c88ceb0cc72d
Pokemon Center Sword Shield-Lost Origin Booster Display Box,11,2024-05-31,180.38,440.89,225.25,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a8b54e27-d8f2-4644-b5ba-2217474bf17a
Pokemon Center Sword Shield-Rebel Clash Booster Display Box,15,2024-05-27,150.0,245.0,203.16,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-02823cda-9cd2-439e-ba3c-0c4d13b5f583
Pokemon Center Sword Shield-Vivid Voltage Booster Display Box,14,2024-05-30,122.5,258.95,154.67,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ec556182-aefd-477f-a847-66cc88045d59
Pokemon Center Team Skull Pin Collection,9,2024-06-01,87.0,125.0,96.72,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-fda85c37-1e6f-403a-8cc6-fd2c545231e0
Pokemon Center Ultra Beasts GX Premium Collection,5,2024-05-22,117.95,250.0,171.27,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6fc920ae-c810-490d-881d-fa3bad1c732d
Pokemon Center Umbreon-GX Premium Collection,4,2024-04-21,122.5,266.0,187.75,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-5e2a576a-966b-4e83-8020-114bf702897d
Pokemon Center XY-BREAKpoint Elite Trainer Box,9,2024-05-31,76.0,105.0,94.66,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-d0774928-39e6-4315-b83b-9c2d4f59faf2
Pokemon Center XY-BREAKthrough Elite Trainer Box,14,2024-05-31,80.0,110.0,96.42,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-b6ee3faf-a892-4c13-975b-6208d89591cf
Pokemon Center XY-BREAKthrough Elite Trainer Box,13,2024-05-31,80.0,105.0,96.34,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-cadbaef4-ae22-4dcf-88b8-3e822eedd7ef
Pokemon Center XY-Evolutions Elite Trainer Box,22,2024-05-31,155.0,229.99,206.93,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-024e615c-c334-4c41-81af-3b3613c85296
Pokemon Center XY-Evolutions Elite Trainer Box,22,2024-05-31,155.0,229.99,207.15,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-dee6a708-93e1-4b2c-be9e-f54910e38139
Pokemon Center XY-Fates Collide Elite Trainer Box,16,2024-05-26,210.5,402.76,286.36,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-8b73480e-10d3-4c54-8690-3be97255d97f
