searching,total_results,min_sale_price,max_sale_price,avg_sale_price_overall,msrp_value,profit_value,min_sale_price_embed,chart_url
Limited Run #553: Midnight Fight Express (PS4),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-a8358e22-b64d-4ab0-a995-819958ca6766
Switch Limited Run #232: Midnight Fight Express,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-3e5b3010-c60c-42e0-b516-673b5694b224
Limited Run #544: Grandia HD Collection (PS4),29,99.99,199.99,114.82,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f0fc0e37-60de-4eef-9f93-56ffcf98bbd3
Xbox Limited Run #14: Grandia HD Collection,35,94.77,199.99,112.26,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-54c19a54-56c8-478e-8271-2d0bd57b3ebe
Switch Limited Run #228: OVERLORD: ESCAPE FROM NAZARICK Deluxe Edition,3,78.99,111.41,93.46,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-baecc3a7-cabe-4148-a80d-94014e049bad
Switch Limited Run #228: OVERLORD: ESCAPE FROM NAZARICK,8,43.36,111.41,69.79,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-6d01ef42-84fa-42ee-94a7-8c469169f3d0
Rugrats: Adventures in Gameland Collector's Edition  (NES),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-00cc6d6e-b114-4fb2-87ef-214c27f3a2fa
Rugrats: Adventures in Gameland Collector's Edition (PS4),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9cce7ca9-9161-40e1-93ae-73be992ddbab
Rugrats: Adventures in Gameland Collector's Edition (PS5),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9d91217c-dfa6-44d7-a302-4751e04bcdb2
Rugrats: Adventures in Gameland Collector's Edition (Switch),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-9e6bddf2-da2d-4283-b274-d080c0aa2e6e
Rugrats: Adventures in Gameland VHS Edition (PS4),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-ea2cf709-b64b-4311-a021-6893618f6632
Rugrats: Adventures in Gameland VHS Edition (PS5),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-2339d193-c2ff-4946-bb90-6460d3194a64
Rugrats: Adventures in Gameland VHS Edition (Switch),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-aef6781d-33d8-4e59-ab8c-fc92ed43d6e7
Rugrats: Adventures in Gameland (PS4),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-950419ac-bad4-4ace-a63b-dac070475d49
Rugrats: Adventures in Gameland (Switch),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-81301b16-8b9d-492f-9def-18cf07e7582c
Rugrats: Adventures in Gameland (PS5),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-37b356d6-57f2-4913-ad03-1f09e152ceaa
Rugrats: Adventures in Gameland (NES),0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-10d78f71-f074-4a7e-bafe-2f64340f1b30
Super Hydorah (Switch),5,46.93,125.66,81.94,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-e2864013-cdc4-4766-833b-c22c3054859b
Hyper Light Drifter (Switch),48,59.95,159.95,77.97,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-54b0279c-072f-47a3-83ee-6c2b84228c3d
Shantae Advance: Risky Revolution Collector's Edition (GBA),2,155.0,155.0,155.0,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-807d6dde-9a55-4936-ad2b-38a85b80259d
Xbox Limited Run #16: Contra: Operation Galuga Ultimate Edition,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-702d07cf-2163-4348-bf43-5e6567b10429
Xbox Limited Run #16: Contra: Operation Galuga Classic Edition,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-f2c78889-adcf-4eb8-b261-f4242c3a7697
Xbox Limited Run #16: Contra: Operation Galuga,0,nan,nan,nan,N/A,N/A,N/A,https://quickchart.io/chart/render/sf-dd41569c-407d-4987-9666-4468494bef9a
